,name,price,first_name,last_name,above_100
40,Evelyn Pineda,169.22892925664138,Evelyn,Pineda,True
41,Kyle Peters,106.7990952132163,Kyle,Peters,True
42,Anthony Cruz,49.101998173197686,Anthony,Cruz,False
43,Eric Flores,122.95569856549317,Eric,Flores,True
44,Anna Richardson,254.49526058922797,Anna,Richardson,True
45,Gary Harper,47.59652591777343,Gary,Harper,False
46,Linda Johnson,115.36278154605293,Linda,Johnson,True
47,Melissa Smith,87.97994845806541,Melissa,Smith,False
48,Kristen Floyd,135.02304134412356,Kristen,Floyd,True
49,William Diaz,192.14913546689587,William,Diaz,True
50,Benjamin Smith,134.90529389051355,Benjamin,Smith,True
51,David Glenn,216.29104632060702,David,Glenn,True
52,Dawn Jones,271.6144998802729,Dawn,Jones,True
53,Joel Smith,14.494919799933415,Joel,Smith,False
54,Mr. Larry Grimes MD,268.6758682473656,Larry,Grimes,True
55,Joseph Arnold,121.7750468474434,Joseph,Arnold,True
56,Kyle Long,241.6216391420153,Kyle,Long,True
57,Brittany Day,261.54605742206627,Brittany,Day,True
58,Bobby Ward,63.51303580081721,Bobby,Ward,False
59,Thomas Lee,254.07557711297557,Thomas,Lee,True
60,Jennifer Hansen,101.48873523428664,Jennifer,Hansen,True
61,Lisa Murray,176.09191738609584,Lisa,Murray,True
62,Meghan Wade,273.23034094310503,Meghan,Wade,True
63,Tammie Brooks,84.88856949195045,Tammie,Brooks,False
64,Maria Bell,264.07466519472524,Maria,Bell,True
65,Allison Livingston,130.34844264841078,Allison,Livingston,True
66,Chris Hays,17.342763790337447,Chris,Hays,False
67,Courtney Mitchell,78.93257699026059,Courtney,Mitchell,False
68,Shawn White,188.02192560020146,Shawn,White,True
69,Taylor Gomez,225.01982371477402,Taylor,Gomez,True
70,Jeremy Rodriguez,200.72482076620912,Jeremy,Rodriguez,True
71,April Garcia,66.24555967130416,April,Garcia,False
72,Zachary Watts,15.497387859732205,Zachary,Watts,False
73,Sarah Montoya,206.82125465342602,Sarah,Montoya,True
74,Jennifer Barker,89.18615989096851,Jennifer,Barker,False
75,Sharon Garza,72.3577270367147,Sharon,Garza,False
76,Tiffany Stevens,196.3793220138052,Tiffany,Stevens,True
77,Ruben Armstrong,93.69836737933716,Ruben,Armstrong,False
78,Dr. Jeffrey Spencer,271.16228201716683,Jeffrey,Spencer,True
79,Nicole Ramsey,247.85960710449834,Nicole,Ramsey,True
80,Anne Roy,277.93248205609933,Anne,Roy,True
81,Lori Sanchez,285.6616404970253,Lori,Sanchez,True
82,Allison Chavez,126.85021100807128,Allison,Chavez,True
83,Marcus Adams,36.470408936676726,Marcus,Adams,False
84,Mary Smith,16.315071974183017,Mary,Smith,False
85,Joseph Reed,178.45767424473252,Joseph,Reed,True
86,Jason Armstrong,26.045257464740853,Jason,Armstrong,False
87,Jeff Armstrong,88.47561283959318,Jeff,Armstrong,False
88,Sean Shields,247.83952552279044,Sean,Shields,True
89,Jessica Allison,104.7423079789625,Jessica,Allison,True
90,Christian Grant,99.11707916707049,Christian,Grant,False
91,Edward Watson,180.35355894236386,Edward,Watson,True
92,Derrick Cooke,142.09011596094248,Derrick,Cooke,True
93,Arthur Hall MD,235.96697489958774,Arthur,Hall,True
94,Sean Patrick,139.45079943481065,Sean,Patrick,True
95,Heather Collins,127.39257340710478,Heather,Collins,True
96,Megan Gomez,107.86244506859772,Megan,Gomez,True
97,William Hale,114.67092535958612,William,Hale,True
98,Olivia Thompson,8.608441013604939,Olivia,Thompson,False
99,Lori Torres,18.858274333009923,Lori,Torres,False
100,Vickie Hernandez,214.93218067750684,Vickie,Hernandez,True
101,Kimberly Brown,40.31993270151361,Kimberly,Brown,False
102,Sherry Meza,182.8545498809053,Sherry,Meza,True
103,Phillip Hansen,44.116117044254466,Phillip,Hansen,False
104,Jeanette Knight,28.686943288269372,Jeanette,Knight,False
105,Kayla Hanson,27.63036397054156,Kayla,Hanson,False
106,James Johnston,284.42905543555884,James,Johnston,True
107,Dr. John Porter,53.72799273817649,John,Porter,False
108,Elizabeth Reyes,93.6807568419092,Elizabeth,Reyes,False
109,Kristen Henry,77.0062435699163,Kristen,Henry,False
110,Claudia Anderson,160.34015926115842,Claudia,Anderson,True
111,Nicholas Webb,18.71038619331413,Nicholas,Webb,False
112,Allison Cooper,206.04210681966842,Allison,Cooper,True
113,Zachary Barnes,280.7741314675942,Zachary,Barnes,True
114,Gregory Hill III,265.97658083058303,Gregory,Hill III,True
115,Terry Ayers,16.511638988306093,Terry,Ayers,False
116,Jessica Wilson,290.4095460874849,Jessica,Wilson,True
117,Daniel Frazier,190.32919165960308,Daniel,Frazier,True
118,Brian Welch,218.250508277542,Brian,Welch,True
119,Carol Chavez,123.18344273633505,Carol,Chavez,True
120,Ethan Mcdonald,214.35031737281642,Ethan,Mcdonald,True
121,Gerald Martinez,57.547863563924366,Gerald,Martinez,False
122,Eric King,59.879264225985686,Eric,King,False
123,Sylvia Walters,110.94631320914492,Sylvia,Walters,True
124,Jonathan Lane,64.46710142329968,Jonathan,Lane,False
125,Matthew Turner,180.2628702175462,Matthew,Turner,True
126,Jeffrey Bauer,30.51584180732109,Jeffrey,Bauer,False
127,Jessica Shaffer,54.90193650996717,Jessica,Shaffer,False
128,Chris Spencer,251.37528306509915,Chris,Spencer,True
129,Mary Clarke,236.0529878684694,Mary,Clarke,True
130,Timothy Mendoza,105.98348156256873,Timothy,Mendoza,True
131,Alicia Hoffman,182.3436990317387,Alicia,Hoffman,True
132,Joseph Gardner,144.809134447454,Joseph,Gardner,True
133,Rachael Rangel,297.94964055273493,Rachael,Rangel,True
134,Jeffrey Harrington,194.27163383508275,Jeffrey,Harrington,True
135,Sophia Randolph,158.54312598904266,Sophia,Randolph,True
136,Debbie Freeman,275.87191674948485,Debbie,Freeman,True
137,Matthew Braun,201.77496567973785,Matthew,Braun,True
138,Sheri Hudson,268.3748401506698,Sheri,Hudson,True
139,Mary King,204.07857538584167,Mary,King,True
140,Beth Davis,155.06806482630742,Beth,Davis,True
141,Margaret Castillo,193.90632444973315,Margaret,Castillo,True
142,Tommy Sandoval,172.28304096219406,Tommy,Sandoval,True
143,Christopher Hines,46.554352989801856,Christopher,Hines,False
144,Richard Wright,208.35969686386207,Richard,Wright,True
145,Michael Brown,278.52308864414647,Michael,Brown,True
146,Nathan Yu,134.18950975303386,Nathan,Yu,True
147,Cameron Ford,248.89213816817463,Cameron,Ford,True
148,Carla Hayes,265.3745758879461,Carla,Hayes,True
149,Marissa Matthews,136.09257765126094,Marissa,Matthews,True
150,Dr. Samuel Thompson,237.1592416495993,Samuel,Thompson,True
151,Gary Figueroa,168.94476842778406,Gary,Figueroa,True
152,Michael West,146.88868490813215,Michael,West,True
153,Martin Walton,140.34005756647483,Martin,Walton,True
154,Zachary Lee,8.667301583326669,Zachary,Lee,False
155,Christopher Stephenson,67.01185632582161,Christopher,Stephenson,False
156,Eric Ortiz,117.72424575203449,Eric,Ortiz,True
157,Kara Pittman,56.23964364259615,Kara,Pittman,False
158,Andrew Cowan,295.93918116436095,Andrew,Cowan,True
159,Rhonda Moss DDS,259.0397505024356,Rhonda,Moss,True
160,Sarah Williams,92.82627713649636,Sarah,Williams,False
161,Carolyn Collins,236.24728881254813,Carolyn,Collins,True
162,Larry Mooney,135.27017938989422,Larry,Mooney,True
163,Laura Livingston,294.25806990582436,Laura,Livingston,True
164,Candace Mckenzie,84.58145758338813,Candace,Mckenzie,False
165,Candace Wallace,124.7464542613423,Candace,Wallace,True
166,Jason White,218.43180413366082,Jason,White,True
167,Patricia Reynolds,89.01176825909228,Patricia,Reynolds,False
168,Michael Ellison,244.47171060446053,Michael,Ellison,True
169,Melissa Robles,238.45609669548043,Melissa,Robles,True
170,Heidi Fry,109.62647170853651,Heidi,Fry,True
171,James Smith,163.95738564855034,James,Smith,True
172,Charles Ruiz,48.45811846912089,Charles,Ruiz,False
173,Stephanie Green DDS,9.144974190597543,Stephanie,Green,False
174,Stacey Garcia,106.61920386744845,Stacey,Garcia,True
175,Glenda Burke,206.36350632142344,Glenda,Burke,True
176,Zachary Alvarez,104.0523689923793,Zachary,Alvarez,True
177,Rachel Shaw,2.448211505515752,Rachel,Shaw,False
178,Carmen Beard,269.62368497596617,Carmen,Beard,True
179,Tony Daniels,186.9035774579524,Tony,Daniels,True
180,Randy Mora,70.74105982483371,Randy,Mora,False
181,George Aguirre,128.9497508227403,George,Aguirre,True
182,James Miller,297.04056394395474,James,Miller,True
183,Jacqueline Williams,17.306221558812595,Jacqueline,Williams,False
184,April Taylor,121.28989032735632,April,Taylor,True
185,Robert Johnson,131.62377790455037,Robert,Johnson,True
186,Gary White,280.97065059718244,Gary,White,True
187,Kim Lowe,192.7758756466007,Kim,Lowe,True
188,Samantha Jones,136.34155637165566,Samantha,Jones,True
189,Randy Lozano,16.301049650545718,Randy,Lozano,False
190,Arthur Chavez,6.903795237740217,Arthur,Chavez,False
191,Melissa Miller,162.60669447005415,Melissa,Miller,True
192,Leslie Mccormick,282.50210661508714,Leslie,Mccormick,True
193,Carlos Rubio,63.2180240393211,Carlos,Rubio,False
194,David York,86.53219265932694,David,York,False
195,Gabriella Anthony,7.6386454053409825,Gabriella,Anthony,False
196,Olivia Poole,117.85417195127266,Olivia,Poole,True
197,Wayne Wilson,74.67047227866091,Wayne,Wilson,False
198,Elizabeth Moore,267.3988136432793,Elizabeth,Moore,True
199,Janice Campbell,33.45339810287007,Janice,Campbell,False
200,Julie Johnson,63.64156781774781,Julie,Johnson,False
201,Misty Cantrell,189.03920909845044,Misty,Cantrell,True
202,Robert Soto,109.01383568593417,Robert,Soto,True
203,Brenda Cowan,60.84957659066811,Brenda,Cowan,False
204,Kelly Guerrero,259.5112156610179,Kelly,Guerrero,True
205,David Nichols,19.4852485825076,David,Nichols,False
206,Kayla Taylor,186.23562833792442,Kayla,Taylor,True
207,Antonio Garcia,125.47721261358778,Antonio,Garcia,True
208,Tyler Cisneros,186.58982946523628,Tyler,Cisneros,True
209,Jillian Crawford,158.81727732036828,Jillian,Crawford,True
210,Karl Pierce,132.7746811247699,Karl,Pierce,True
211,Joann Taylor,276.9621962173069,Joann,Taylor,True
212,Jennifer Jenkins,59.128582081586295,Jennifer,Jenkins,False
213,Nancy Brown,78.87073418065538,Nancy,Brown,False
214,Emma Munoz,120.84287574591565,Emma,Munoz,True
215,Shawn Galloway,141.02986218926173,Shawn,Galloway,True
216,Melissa Mcguire,213.08212039609552,Melissa,Mcguire,True
217,Bryan Chavez,125.39615596333384,Bryan,Chavez,True
218,Fernando Salazar,256.1537305026925,Fernando,Salazar,True
219,Megan Moore,251.34779847880935,Megan,Moore,True
220,Robert Williams,175.20972501819077,Robert,Williams,True
221,Dennis Sanford,29.450432640090238,Dennis,Sanford,False
222,Kimberly Herrera,154.8076505334469,Kimberly,Herrera,True
223,Gloria Potts,289.10493534380265,Gloria,Potts,True
224,Suzanne Barnett,8.470995351489764,Suzanne,Barnett,False
225,Leah Myers,44.557973904375906,Leah,Myers,False
226,Kylie Thomas,13.453416021299347,Kylie,Thomas,False
227,Amanda Murphy,50.55321552469607,Amanda,Murphy,False
228,Christopher Matthews,282.3634970875721,Christopher,Matthews,True
229,Nicole Parks,52.283997665936184,Nicole,Parks,False
230,Bobby Martin,205.4899694679927,Bobby,Martin,True
231,Kevin Chambers,121.17110156585184,Kevin,Chambers,True
232,Kimberly Lawson,250.28807417853676,Kimberly,Lawson,True
233,Rachel Lopez,101.88811233293558,Rachel,Lopez,True
234,Christopher Clay,219.38450883405247,Christopher,Clay,True
235,Daniel Martin,0.30019335994085905,Daniel,Martin,False
236,William Taylor,66.55747013586088,William,Taylor,False
237,Steven Johnson,111.29328197700804,Steven,Johnson,True
238,Daniel Miller,80.5775678926165,Daniel,Miller,False
239,Taylor Bryant,187.63154082557503,Taylor,Bryant,True
240,Lauren Jones,194.79263119102959,Lauren,Jones,True
241,Lindsey Robertson,22.737646859159213,Lindsey,Robertson,False
242,Allison Thomas,168.33349750521316,Allison,Thomas,True
243,Vernon Bishop,216.1870445736053,Vernon,Bishop,True
244,Susan Parsons,132.91852598876127,Susan,Parsons,True
245,Brady Snyder,210.39608628043945,Brady,Snyder,True
246,Brent Mcgrath,174.69835667191742,Brent,Mcgrath,True
247,Peter Smith,278.6080180649334,Peter,Smith,True
248,Deborah Fox,248.12282335223,Deborah,Fox,True
249,Heather Collins,147.42740743180875,Heather,Collins,True
250,Phillip Meyers,102.79774717187095,Phillip,Meyers,True
251,Nicholas Hubbard,275.40083640481305,Nicholas,Hubbard,True
252,Misty Ramirez,62.31681444320775,Misty,Ramirez,False
253,Scott Johnson,85.87388958460392,Scott,Johnson,False
254,Jay Nixon,253.4674787231029,Jay,Nixon,True
255,Tony Hall,61.197165218284425,Tony,Hall,False
256,Taylor Smith,41.49264584158212,Taylor,Smith,False
257,Mark Reynolds,70.49794435636787,Mark,Reynolds,False
258,Marilyn Christensen,155.48545325374747,Marilyn,Christensen,True
259,Denise Atkins,185.45160104146026,Denise,Atkins,True
260,Melissa Gonzales,228.0025996700991,Melissa,Gonzales,True
261,Henry Hoffman,229.66288757903408,Henry,Hoffman,True
262,Daisy Davenport,59.527535181546405,Daisy,Davenport,False
263,Christopher Paul,122.71316985988042,Christopher,Paul,True
264,Kevin Craig,148.20105162583087,Kevin,Craig,True
265,Natalie Coleman,122.14404521392821,Natalie,Coleman,True
266,Jeremy Strickland,130.84356621069006,Jeremy,Strickland,True
267,Gary Bonilla,162.61525338967425,Gary,Bonilla,True
268,Amanda Richards,236.59571642368752,Amanda,Richards,True
269,Heidi Perez,245.1757227990263,Heidi,Perez,True
270,Robert Johnson,174.69223455356223,Robert,Johnson,True
271,Gary Mills,183.83632122355647,Gary,Mills,True
272,Chelsea Caldwell,16.12083718443007,Chelsea,Caldwell,False
273,John Frye,223.2774175401916,John,Frye,True
274,Michael Strong,220.4122321530476,Michael,Strong,True
275,Christopher Delgado,85.7827975219131,Christopher,Delgado,False
276,Whitney Wallace,253.45561825480598,Whitney,Wallace,True
277,Rebecca Martinez,59.68320226018208,Rebecca,Martinez,False
278,Marissa Mccoy,116.96346526147707,Marissa,Mccoy,True
279,Ricky Kerr,38.99584409323927,Ricky,Kerr,False
280,Anna Campbell,249.9213404326384,Anna,Campbell,True
281,Marie Walters,73.38808728545419,Marie,Walters,False
282,Robert Martin,38.22288302142398,Robert,Martin,False
283,Marc Davis,162.28026194930808,Marc,Davis,True
284,James Dixon,159.37943283852357,James,Dixon,True
285,Vicki Ramirez,186.16024273670712,Vicki,Ramirez,True
286,Krista Campbell,161.2338436440011,Krista,Campbell,True
287,Lauren Patterson,170.2123273334216,Lauren,Patterson,True
288,Megan Clark,290.2581555729941,Megan,Clark,True
289,Judy Zimmerman,219.58882554041398,Judy,Zimmerman,True
290,Joseph Williams MD,210.78418587544644,Joseph,Williams,True
291,Lori Acevedo,210.66028991914436,Lori,Acevedo,True
292,William Taylor,275.6331762919653,William,Taylor,True
293,Dawn Snyder,248.98404166326145,Dawn,Snyder,True
294,Jennifer Simmons,80.68353707250292,Jennifer,Simmons,False
295,Alyssa Nunez,163.80090017535008,Alyssa,Nunez,True
296,Robert Black,63.928004824648646,Robert,Black,False
297,Julia Young,239.23966830924962,Julia,Young,True
298,Melinda Barnes,227.25063517083808,Melinda,Barnes,True
299,Mr. Brett Armstrong,154.13418355563863,Brett,Armstrong,True
300,Erik Stevenson,246.0040721964782,Erik,Stevenson,True
301,Daniel George,34.80089307788611,Daniel,George,False
302,Lindsey Jones,197.70203950528594,Lindsey,Jones,True
303,Virginia Lopez,227.42559145706585,Virginia,Lopez,True
304,Andrew Brown,92.88318048748691,Andrew,Brown,False
305,Donna Lowery,264.83260935725133,Donna,Lowery,True
306,Alexis Andrade,6.313985182948612,Alexis,Andrade,False
307,Alyssa Pierce,47.74032516054749,Alyssa,Pierce,False
308,Tara Johnson,38.26768696182315,Tara,Johnson,False
309,Michael Brady,162.05943217458181,Michael,Brady,True
310,James Rhodes,51.92414008935029,James,Rhodes,False
311,Pamela Scott,42.433333922056505,Pamela,Scott,False
312,Martin Ward,170.94982482253798,Martin,Ward,True
313,Kristina Hernandez,107.69157184330523,Kristina,Hernandez,True
314,Robert Bush,87.1800419106335,Robert,Bush,False
315,Rebecca Larson,214.3895724880069,Rebecca,Larson,True
316,Brittany Watson,190.5200180237414,Brittany,Watson,True
317,Ryan Ramirez,249.7287912514065,Ryan,Ramirez,True
318,Edward Burns,87.64996993182648,Edward,Burns,False
319,John Prince,31.738420344070374,John,Prince,False
320,Ashley Boyer,107.66259919776722,Ashley,Boyer,True
321,James Dean,61.695454203113286,James,Dean,False
322,Natalie Gordon,268.2800093904237,Natalie,Gordon,True
323,Ryan Smith,136.20781301562315,Ryan,Smith,True
324,Stephen Thompson,54.296397135686725,Stephen,Thompson,False
325,William Delgado,96.25442517413536,William,Delgado,False
326,Brian Johnson,124.92920800129251,Brian,Johnson,True
327,James Patel,216.60564294988416,James,Patel,True
328,Allen Rogers,145.43424673621442,Allen,Rogers,True
329,Aimee Reyes,277.6656815323848,Aimee,Reyes,True
330,Susan Williams,255.2153532198499,Susan,Williams,True
331,Edward Griffin,108.6205221556892,Edward,Griffin,True
332,Debra Baker,296.5003089408694,Debra,Baker,True
333,Yvette Kramer,279.93711740258726,Yvette,Kramer,True
334,Alyssa Williams DVM,270.89722410924776,Alyssa,Williams DVM,True
335,John Cunningham,173.02428331069592,John,Cunningham,True
336,Dana Gilbert,86.51917139139056,Dana,Gilbert,False
337,Stephen Henry,146.15155779396392,Stephen,Henry,True
338,Bradley James,137.9824935007853,Bradley,James,True
339,Melinda Peters,16.830030435585858,Melinda,Peters,False
340,Robert Goodman,213.542398367175,Robert,Goodman,True
341,Leslie Moore,195.96307990880481,Leslie,Moore,True
342,Sarah Gray,270.794728795214,Sarah,Gray,True
343,Amy Haynes,258.5062772657286,Amy,Haynes,True
344,Gary Dean,184.42515197173316,Gary,Dean,True
345,Jonathan Duran,224.53614166006957,Jonathan,Duran,True
346,Elizabeth Ruiz,124.66944953610624,Elizabeth,Ruiz,True
347,Caitlin Lewis,196.35989586878728,Caitlin,Lewis,True
348,Micheal Blackburn,10.44317525383308,Micheal,Blackburn,False
349,Sheryl Mccarthy,159.95197311799956,Sheryl,Mccarthy,True
350,Lisa Smith,150.91226788427025,Lisa,Smith,True
351,Jared Juarez,247.5606457184945,Jared,Juarez,True
352,Brett Castro,217.3328584696009,Brett,Castro,True
353,Jessica Murray,175.30221837335125,Jessica,Murray,True
354,Austin Coffey,16.259139624906208,Austin,Coffey,False
355,Shelly Jacobs,3.856762052262908,Shelly,Jacobs,False
356,Elizabeth Logan,298.7423280960961,Elizabeth,Logan,True
357,Cody Anderson,128.08149674209776,Cody,Anderson,True
358,Kayla Wood,256.0528759915511,Kayla,Wood,True
359,Paul Singh DDS,157.96361688869047,Paul,Singh,True
360,James Mays,245.2433071605521,James,Mays,True
361,Thomas Moore,244.59149818432581,Thomas,Moore,True
362,Linda Pacheco,299.60400695104124,Linda,Pacheco,True
363,Jenny Clark,66.323118079241,Jenny,Clark,False
364,Patrick Guzman,223.49659809806417,Patrick,Guzman,True
365,Mr. Scott Peters,229.48733097035625,Scott,Peters,True
366,John Stevenson,23.099272291969648,John,Stevenson,False
367,Kristina Brooks,154.68058259535485,Kristina,Brooks,True
368,Nancy Aguilar,63.38787526628624,Nancy,Aguilar,False
369,Robert Brown,132.73295362216254,Robert,Brown,True
370,Jessica Williams,255.95815772602117,Jessica,Williams,True
371,David Brown,290.59448058900983,David,Brown,True
372,Dorothy Munoz,242.56453996893262,Dorothy,Munoz,True
373,Jason Lawson,76.09246622090241,Jason,Lawson,False
374,James Hall,167.96983139949685,James,Hall,True
375,Patricia Carpenter,46.081471226854134,Patricia,Carpenter,False
376,Jeff Cardenas,64.36052626619745,Jeff,Cardenas,False
377,Michelle Johnson,19.189450361745703,Michelle,Johnson,False
378,Frank Madden,17.34021423630535,Frank,Madden,False
379,George Tanner,291.42926528925824,George,Tanner,True
380,Dylan Johnson,40.653285809712465,Dylan,Johnson,False
381,Pamela King,282.4817646766954,Pamela,King,True
382,Jesse Frazier,95.66568524752321,Jesse,Frazier,False
383,Edward Russell,103.22359133510466,Edward,Russell,True
384,Diana Mcdonald,183.09643604917144,Diana,Mcdonald,True
385,Randy Dawson,192.1441513938406,Randy,Dawson,True
386,Jasmine Williams,286.16923356548403,Jasmine,Williams,True
387,Robert Smith,124.21900702404787,Robert,Smith,True
388,Sara Young,183.9944858377276,Sara,Young,True
389,Samantha Gonzalez,205.5899257425711,Samantha,Gonzalez,True
390,Christina Torres,286.2681618777825,Christina,Torres,True
391,Maria Bailey,141.90762943777943,Maria,Bailey,True
392,Charles Bartlett,94.22658656561113,Charles,Bartlett,False
393,Natalie Parker,238.0161588972616,Natalie,Parker,True
394,Paula Hernandez DDS,48.883816775393846,Paula,Hernandez,False
395,Jessica Jenkins,14.947778964788506,Jessica,Jenkins,False
396,Drew Henson,223.07613087091502,Drew,Henson,True
397,Michael Davis,17.980908989224538,Michael,Davis,False
398,Ian Ramos,23.684656479342635,Ian,Ramos,False
399,Anna Wright,235.5824596008408,Anna,Wright,True
400,Ashley Anderson,74.40865878276213,Ashley,Anderson,False
401,Jennifer Wright,298.1278772531823,Jennifer,Wright,True
402,Nicole Lopez,67.72888615683607,Nicole,Lopez,False
403,Tara Ellis,21.927614346193682,Tara,Ellis,False
404,Hannah Elliott,42.350030610505904,Hannah,Elliott,False
405,Gavin Rodriguez,116.36642424082113,Gavin,Rodriguez,True
406,Johnny Jackson,291.59689013886367,Johnny,Jackson,True
407,Martin Garrett,147.06705563281525,Martin,Garrett,True
408,Terri Hayes,167.3609672632571,Terri,Hayes,True
409,Adam Huang,260.84093566443414,Adam,Huang,True
410,Carolyn Garner,104.41065354970587,Carolyn,Garner,True
411,Lisa Lee,130.22025105836542,Lisa,Lee,True
412,Rodney Escobar,8.711600244270834,Rodney,Escobar,False
413,Michael Johnson,144.54500628387981,Michael,Johnson,True
414,Michelle Carter DVM,55.948228582619045,Michelle,Carter DVM,False
415,John Dunn,81.54369829884075,John,Dunn,False
416,Terry Pierce,297.8661824269755,Terry,Pierce,True
417,David Buck,258.79109040656874,David,Buck,True
418,Jennifer Newman,149.3096362559838,Jennifer,Newman,True
419,Cynthia Lee,246.59341963671147,Cynthia,Lee,True
420,Sylvia Clark,299.52523513204085,Sylvia,Clark,True
421,Joseph Taylor,86.08285036113182,Joseph,Taylor,False
422,Kathleen Barton,37.421808702905686,Kathleen,Barton,False
423,Michael Harris Jr.,52.863409788803615,Michael,Harris,False
424,Eric Benson,172.1967218140958,Eric,Benson,True
425,Curtis Butler,44.51322087159383,Curtis,Butler,False
426,Brittany Le,51.04878874984286,Brittany,Le,False
427,Jeremiah Sims,101.16179403008928,Jeremiah,Sims,True
428,David Davis,290.4227547320138,David,Davis,True
429,Tiffany Bond,181.48954787847828,Tiffany,Bond,True
430,Patricia Chen,61.60059464895199,Patricia,Chen,False
431,William Crawford,181.76037492528042,William,Crawford,True
432,Christina Roberts,29.28680091733447,Christina,Roberts,False
433,Jerome Scott,232.14413357176463,Jerome,Scott,True
434,Jeffery Walker,272.08402755869633,Jeffery,Walker,True
435,Todd Alvarez,212.17336316636133,Todd,Alvarez,True
436,John Henry,223.9911857613067,John,Henry,True
437,James Miles,156.36757784621398,James,Miles,True
438,Michael Downs,31.19720611005966,Michael,Downs,False
439,Kayla Wheeler,6.095911004942511,Kayla,Wheeler,False
440,Charles Martin,161.27522870857268,Charles,Martin,True
441,Harold Bennett,135.0423550134277,Harold,Bennett,True
442,Michael Swanson,200.39235279374984,Michael,Swanson,True
443,Janet Mcdonald,79.80353706580819,Janet,Mcdonald,False
444,Brett Willis,244.40641148419883,Brett,Willis,True
445,Jacob Smith,27.923228816289026,Jacob,Smith,False
446,Alexa Webb,167.56885852232438,Alexa,Webb,True
447,Louis Klein,40.12200003556118,Louis,Klein,False
448,Tony Yu,15.742386454841974,Tony,Yu,False
449,Lisa Goodman,121.07840957778886,Lisa,Goodman,True
450,Kimberly Hernandez,36.97352301810157,Kimberly,Hernandez,False
451,Phillip Friedman,145.84183084692725,Phillip,Friedman,True
452,Brian Lam,2.9003944865113707,Brian,Lam,False
453,Kristin Wilkins,251.85102866093413,Kristin,Wilkins,True
454,Joshua Lynch,188.8781109748352,Joshua,Lynch,True
455,Blake Mclaughlin,276.65121566766607,Blake,Mclaughlin,True
456,Billy Olsen,10.004807042544053,Billy,Olsen,False
457,Shawn Brock,179.61580863261688,Shawn,Brock,True
458,Danielle Jones,222.69520757018762,Danielle,Jones,True
459,Jim Gomez,60.129197330618936,Jim,Gomez,False
460,Sabrina Henderson,178.745385306665,Sabrina,Henderson,True
461,David Pennington,245.31840116263646,David,Pennington,True
462,Deborah Williams,137.01597097392576,Deborah,Williams,True
463,Stephanie Bowman,227.0047204438775,Stephanie,Bowman,True
464,Joseph Frazier,176.45330226779308,Joseph,Frazier,True
465,Ryan Mclaughlin,249.86437596048543,Ryan,Mclaughlin,True
466,Tony Hall,135.8550959490399,Tony,Hall,True
467,Timothy Martin,289.26536373047884,Timothy,Martin,True
468,John Obrien,261.8481216298636,John,Obrien,True
469,Barbara Johnson,53.805895080716546,Barbara,Johnson,False
470,Brandon Marshall,139.8477827356658,Brandon,Marshall,True
